,Unnamed: 0,seq,secs,nsecs,p_x,p_y,p_z,o_x,o_y,o_z
315683,315683,0,1686580969,887451887,35.87373733520508,6.948075771331787,1.2339434623718262,-0.0120739313490958,0.030437551947333,-0.8394006646647341
315684,315684,0,1686580970,492614985,35.567466735839844,6.3578081130981445,1.2571866512298584,-0.0225429380161546,-0.0037647198528336,-0.8910455387581526
315685,315685,0,1686580970,896001101,35.44763946533203,5.895793914794922,1.278764247894287,0.0074878204024235,0.0190559046964373,-0.8375503242939063
315686,315686,0,1686580971,299451113,35.29136657714844,5.537170886993408,1.3062458038330078,-0.0174925882686434,-0.0302577994122595,-0.8883639031768076
315687,315687,0,1686580972,308053970,34.83784103393555,4.547389984130859,1.3558237552642822,0.027993537838454,-0.0311803167126116,-0.8972233231197702
315688,315688,0,1686580973,316646099,34.33311462402344,3.480726957321167,1.4152127504348757,0.006880693862512,-0.0132040895035151,-0.8854044768159468
315689,315689,0,1686580973,921892881,34.00407028198242,2.868915557861328,1.4333151578903198,-0.0129673111819149,-0.04293719053578,-0.830812364589781
315690,315690,0,1686580974,930409908,33.602264404296875,1.8275368213653564,1.479797601699829,0.0267061752108328,-0.0068898814701589,-0.8126650159493842
315691,315691,0,1686580975,737428904,33.15398406982422,0.9216384291648864,1.517802119255066,-0.0290563189304959,-0.0364307515860374,-0.8650045838476738
315692,315692,0,1686580976,745989084,32.72830581665039,-0.1045248135924339,1.5542216300964355,0.0370451479280409,0.021233895345394,-0.8809841099552219
315693,315693,0,1686580977,754502058,32.354373931884766,-1.1398307085037231,1.5939500331878662,0.0259322075072787,0.0044350470813162,-0.8703143207026266
315694,315694,0,1686580978,157964945,32.14152908325195,-1.620113492012024,1.607237696647644,-0.0087300321679508,0.0044237750924187,-0.8161694673241092
315695,315695,0,1686580979,166594982,31.7258243560791,-2.66355562210083,1.6572421789169312,-0.025225135660066,-0.0411007378606864,-0.7975255943505742
315696,315696,0,1686580979,771713972,31.487245559692383,-3.203969240188598,1.663061499595642,-0.0090185065605617,-0.0554292622493655,-0.8688877688076498
315697,315697,0,1686580980,780330896,31.05649948120117,-4.234278678894043,1.7009363174438477,0.0149668124321189,-0.0348149356399269,-0.8831420357911096
315698,315698,0,1686580981,788983107,30.52060890197754,-5.230433464050293,1.7386094331741333,-0.013618775578107,-0.0159541799402586,-0.9032875584729796
315699,315699,0,1686580982,797591925,29.829025268554688,-6.154639720916748,1.762637734413147,-0.0295791395947067,-0.0214452933632787,-0.9308419587160146
315700,315700,0,1686580983,806220055,29.0938720703125,-6.946777820587158,1.7655807733535769,-0.0415999152543471,0.0031277264425335,-0.96085133198594
315701,315701,0,1686580984,814769983,28.131711959838867,-7.604098320007324,1.7702125310897827,-0.0076339659761381,-0.0041065317306576,-0.9788033289268464
315702,315702,0,1686580985,823609114,27.21378898620605,-7.973630428314209,1.74848735332489,0.0206022438161932,0.0053604851441283,-0.995164668151316
315703,315703,0,1686580986,226906061,26.90098762512207,-7.95531702041626,1.7289118766784668,-0.0511465677071359,0.0728823075670487,0.9936345802096046
315704,315704,0,1686580987,235455990,26.008983612060547,-7.802847862243652,1.703795075416565,-0.071281533256435,0.0349858240301796,0.9822085924510502
315705,315705,0,1686580988,445804119,24.912487030029297,-7.336352348327637,1.6109001636505127,-0.0297121011603997,0.0561374619261607,0.9549813693228112
315706,315706,0,1686580989,252676010,24.0134220123291,-7.010072231292725,1.5004452466964722,-0.0489908053134084,-0.0519628134979962,0.9712873197966672
315707,315707,0,1686580990,261286020,23.03866195678711,-6.582559585571289,1.4257936477661133,-0.0816413177082854,-0.006442224799897,0.9666980349674892
315708,315708,0,1686580991,269903898,22.046934127807617,-6.069889068603516,1.279341697692871,-0.0468286662201202,-0.0249173083211364,0.9645772128836936
315709,315709,0,1686580992,278450966,21.00414276123047,-5.60569953918457,1.1945101022720337,-0.0386447570019623,-0.0275390385735282,0.9689606626554662
315710,315710,0,1686580993,287107944,20.022422790527344,-5.171798706054688,1.1761327981948853,-0.0913017690548169,-0.050866740791049,0.9836313687985856
315711,315711,0,1686580994,93916893,19.135547637939453,-4.854917526245117,1.1306424140930176,-0.0875817568808983,-0.0487398002084201,0.9949620603850428
315712,315712,0,1686580994,699095011,18.480844497680664,-5.10309362411499,1.1226252317428589,0.082939055707827,0.0213975133790625,-0.985794396693432
315713,315713,0,1686580995,102608919,18.18574523925781,-5.36264705657959,1.09865403175354,0.0540329768405403,0.0583127808734199,-0.9593086304106988
315714,315714,0,1686580995,506062031,18.040372848510746,-5.720349788665772,1.1335750818252563,0.0726426023980637,0.046882261148533,-0.921712870575004
315715,315715,0,1686580996,716276884,17.29520034790039,-6.415022373199463,1.071627140045166,0.0408339499029914,-0.0155282440646525,-0.9639329757828408
315716,315716,0,1686580997,119762897,17.01810646057129,-6.60233211517334,1.1220344305038452,0.0562762453245174,-0.0303872509332662,-0.9952256836939116
315717,315717,0,1686580997,926645041,16.36542510986328,-6.605245113372803,1.0459604263305664,-0.0856821859835452,0.0480152408051782,0.993662057405
315718,315718,0,1686580998,935312033,15.371651649475098,-6.490817070007324,0.986646056175232,-0.0863087589300278,0.0023382416458017,0.992033423859124
315719,315719,0,1686580999,943851948,14.36140251159668,-6.430845737457275,0.8213686347007751,-0.0707265286588282,-0.0068965722586081,0.9953427262533634
315720,315720,0,1686581000,952438116,13.31704044342041,-6.351883888244629,0.7279933094978333,-0.0668696272915752,-0.0113070342059146,0.99363088780562
315721,315721,0,1686581001,961036921,12.146004676818848,-6.188443660736084,0.7979162931442261,-0.1184371443468087,0.0405044865806919,0.9895075785248824
315722,315722,0,1686581002,969660997,11.110897064208984,-5.940857410430908,0.9058562517166138,-0.1276939138283534,0.0211018509914879,0.984810705398419
315723,315723,0,1686581003,574810028,10.544151306152344,-5.761519432067871,0.7593082189559937,-0.1541258321659056,0.0168090368976697,0.9523961505701574
315724,315724,0,1686581004,583528996,9.563674926757812,-5.397252559661865,0.609825611114502,-0.145361929328433,0.0308949854902218,0.96046054272608
315725,315725,0,1686581005,592021942,8.485102653503418,-5.044215679168701,0.469960868358612,-0.1208161150678559,0.0229615388161494,0.9731359685888484
315726,315726,0,1686581006,600689888,7.44789457321167,-4.750460624694824,0.3011146187782287,-0.0847648334112889,-0.0230577702715759,0.9689642179179756
315727,315727,0,1686581007,407507896,6.617757320404053,-4.521606922149658,0.1739246100187301,-0.0742512670095657,-0.0547137046467795,0.9875003385874008
315728,315728,0,1686581008,416296005,5.611037731170654,-4.293680667877197,0.1267225593328476,0.1207255291831635,0.0387149092562758,-0.9912192753437208
315729,315729,0,1686581008,819571018,5.230017185211182,-4.515488624572754,0.1047504469752311,0.1073555714216002,0.0171797119053423,-0.9767242493739242
315730,315730,0,1686581009,222994089,4.908535480499268,-4.753190040588379,0.1016965880990028,0.0968190931366017,0.0061893607504754,-0.9368304423055832
315731,315731,0,1686581009,626422882,4.669893741607666,-5.0664591789245605,0.0971822440624237,0.0454524520341475,0.0200787879744911,-0.8933177965504403
315732,315732,0,1686581010,433408022,4.356722831726074,-5.738523006439209,0.2081020027399063,0.0329602754186198,-0.0086750767024369,-0.816120779167423
